responderid,respondername,password,email,phonenumber,respondertype,address
367,金瓜石派出所,,,0224961528,Police,新北市瑞芳區金光路51號
368,水湳洞派出所,,,0224961529,Police,新北市瑞芳區洞頂路8號
369,瑞濱派出所,,,0224972009,Police,新北市瑞芳區建基路1段5之1號
370,鼻頭派出所,,,0224911579,Police,新北市瑞芳區鼻頭路101號
371,和美派出所,,,0224901504,Police,新北市貢寮區和美街30號
372,澳底派出所,,,0224901074,Police,新北市貢寮區延平街36號
373,福隆派出所,,,0224991541,Police,新北市貢寮區福隆街19號
374,卯澳派出所,,,0224991540,Police,新北市貢寮區福連街18號
375,吉林派出所,,,0224941534,Police,新北市貢寮區枋腳街4號
376,太平派出所,,,0224933317,Police,新北市雙溪區大平62號
377,牡丹派出所,,,0224931340,Police,新北市雙溪區牡丹里牡丹106號
378,平林派出所,,,0224931794,Police,新北市雙溪區上林里內平林47號
379,柑腳派出所,,,0224931744,Police,新北市雙溪區長源里柑腳19號
380,十分派出所,,,0224958128,Police,新北市平溪區十分街283號
381,東勢格派出所,,,0224951379,Police,新北市平溪區東勢里東勢格1號
382,金山分局,,,0224986532,Police,新北市金山區民生路65號
383,中角派出所,,,0224982136,Police,新北市金山區永興里濆水7之2號
384,金山派出所,,,0224982009,Police,新北市金山區民生路65號
385,重光派出所,,,0224080470,Police,新北市金山區重和里茅埔頭8號
386,老梅派出所,,,0226381253,Police,新北市石門區老梅里老梅路26號
387,石門分駐所,,,0226381244,Police,新北市石門區中山路64號
388,乾華派出所,,,0226381274,Police,新北市石門區草里里阿里荖14之1號
389,崁腳派出所,,,0224922740,Police,新北市萬里區崁腳路38號
390,大鵬派出所,,,0224982475,Police,新北市萬里區大鵬里加投路81號
391,野柳派出所,,,0224922510,Police,新北市萬里區野柳里港西9號
392,中心動物醫院,,,0227410443,Vet,台北市大安區仁愛路4段411之1號1樓
393,戴瑩乾動物醫院,,,0227310809,Vet,台北市大安區延吉街91號
394,富康動物醫院,,,0227020135,Vet,台北市大安區建國南路1段298號
395,上群動物醫院,,,0227753007,Vet,台北市大安區延吉街72之20號
396,五洲動物醫院,,,0227079477,Vet,台北市大安區新生南路1段137之2、137之3號
397,敦化動物醫院,,,0227080284,Vet,台北市大安區敦化南路1段279號
398,宏成動物醫院,,,0223780228,Vet,台北市大安區和平東路3段26號
399,弘吉獸醫院,,,0227410958,Vet,台北市大安區市民大道3段236及238號
400,專心動物醫院,,,0223633016,Vet,台北市大安區和平東路2段34、34之1號1樓
401,立健動物醫院,,,0227339102,Vet,台北市大安區和平東路3段255號
402,仁愛動物醫院,,,0227029165,Vet,台北市大安區仁愛路4段228之5號
403,曾安動物醫院,,,0227383248,Vet,台北市大安區通化街148號
404,台大附設動物醫院,,,0227396828,Vet,台北市大安區基隆路3段153號
405,沐恩動物醫院,,,0223660203,Vet,台北市大安區辛亥路1段86號
406,常明動物醫院,,,0227030809,Vet,台北市大安區復興南路2段322號1樓
407,澄毅動物醫院,,,0227334341,Vet,台北市大安區安和路2段171巷13號1樓
408,名人維東尼動物醫院,,,0227090123,Vet,台北市大安區建國南路1段358號
409,明誠動物醫院,,,0227086310,Vet,台北市大安區瑞安街45號1樓
410,佑仁動物醫院,,,0223635377,Vet,台北市大安區和平東路1段200號1樓
411,敦品動物醫院,,,0227070877,Vet,台北市大安區瑞安街124號
412,遠見動物醫院,,,0223775388,Vet,台北市大安區和平東路2段68號1樓
413,安庭動物醫院,,,0223923655,Vet,台北市大安區金山南路2段139號1樓
414,幸福動物醫院,,,0227005277,Vet,台北市大安區延吉街251號1樓
415,聖地牙哥動物醫院,,,0223643458,Vet,台北市大安區羅斯福路3段65號3樓之1
416,碩聯動物醫院,,,0227366549,Vet,台北市大安區復興南路2段342之1號1樓
417,極光動物醫院,,,0227848211,Vet,台北市大安區建國南路2段31號
418,愛貓園動物醫院,,,0227392966,Vet,台北市大安區基隆路2段124號
419,麟安動物醫院,,,0227383008,Vet,台北市大安區和平東路3段324號
420,王樣動物醫院,,,0223570217,Vet,台北市大安區金華街217號
421,杜克動物醫院,,,0287324789,Vet,台北市大安區和平東路3段117號1樓及2樓
422,貓醫生的貓診所,,,0227715810,Vet,台北市大安區忠孝東路3段194號2樓之1
423,寵樂動物醫院,,,0227087967,Vet,台北市大安區文昌街89號
424,見安獸醫院,,,0227070989,Vet,台北市大安區四維路170巷45號
425,心傳動物醫院,,,0227555568,Vet,台北市大安區和平東路2段339號
426,亞洲獸醫專科醫院,,,0227383288,Vet,台北市大安區安和路2段171巷5號1樓
427,小王子貓專科醫院,,,0227061297,Vet,台北市大安區建國南路2段197號
428,樂膚莉動物醫院,,,0227846866,Vet,台北市大安區仁愛路3段82號
429,樂田動物醫院,,,0227785580,Vet,台北市大安區建國南路1段161號1樓
430,毛派樂動物醫院,,,0237076711,Vet,台北市大安區建國南路2段151巷47號1樓
431,萊特動物醫院,,,0223658628,Vet,台北市大安區辛亥路1段50號
432,左岸動物醫院大安院,,,0223650580,Vet,台北市大安區羅斯福路3段331號
433,弘安動物醫院,,,0225045630,Vet,台北市中山區五常街69號
434,大晶動物醫院,,,0225970625,Vet,台北市中山區農安街72號
435,龍江獸醫院,,,0227722223,Vet,台北市中山區龍江路21巷1號1樓
436,仁慈動物醫院,,,0225336983,Vet,台北市中山區北安路458巷19號
437,美加璦動物醫院,,,0225054989,Vet,台北市中山區龍江路443巷1之2號
438,廣慈動物醫院,,,0225044236,Vet,台北市中山區錦州街371號
439,興安動物醫院,,,0225048179,Vet,台北市中山區興安街89號
440,成功動物醫院,,,0225218001,Vet,台北市中山區天祥路3號1樓
441,復生動物醫院,,,0225643940,Vet,台北市中山區民生東路1段78號1樓
442,諾亞動物醫院,,,0225642121,Vet,台北市中山區吉林路166號
443,東宏動物醫院,,,0225957366,Vet,台北市中山區吉林路432號
444,華遠動物醫院,,,0227131187,Vet,台北市中山區長春路336號1樓
445,米亞動物醫院,,,0225923556,Vet,台北市中山區民權東路2段57號1樓
446,惟新動物醫院,,,0285023725,Vet,台北市中山區明水路672巷34號
447,恩典動物醫院,,,0225314545,Vet,台北市中山區民生東路2段45號1、2樓
448,小小貓動物醫院,,,0225337529,Vet,台北市中山區朱崙街91號1樓
449,101台北貓醫院,,,0225091101,Vet,台北市中山區建國北路3段101號1樓
450,貝恩動物醫院,,,0225015814,Vet,台北市中山區民權東路3段8號之1
451,太僕動物醫院,,,0225170902,Vet,台北市中山區龍江路260號1樓
452,大直動物醫院,,,0285096306,Vet,台北市中山區北安路468號
453,伊甸動物醫院,,,0285092579,Vet,台北市中山區北安路554巷33號1樓
454,紀劃犬貓專科醫院,,,0225212205,Vet,台北市中山區民生東路1段83號
455,長宏動物醫院,,,0225678939,Vet,台北市中山區吉林路173號1樓
456,小王子動物醫院,,,0225676897,Vet,台北市中山區松江路26巷32號
457,吉林動物醫院,,,0225642010,Vet,台北市中山區吉林路121之1號
458,吉米犬貓專科醫院,,,0225855991,Vet,台北市中山區林森北路649號
459,文藝動物醫院,,,0225317261,Vet,台北市中山區民生東路1段87號B1
460,德心動物醫院,,,0225045355,Vet,台北市中山區八德路2段121號
461,路米動物醫院,,,0225163328,Vet,台北市中山區民生東路3段28號1樓
462,沐沐特寵動物醫院,,,0277137707,Vet,台北市中山區龍江路78號
463,以立動物醫院,,,0277288028,Vet,台北市中山區敬業一路38號
464,凱揚動物醫院,,,0227512218,Vet,台北市中山區八德路2段331號
465,集英動物醫院,,,0277136111,Vet,台北市中山區長安東路1段61之1號
466,小王子動物醫院長安分院,,,0225221097,Vet,台北市中山區長安東路2段12號1樓
467,安晴動物醫院,,,0225217758,Vet,台北市中山區林森北路506號
468,皇合動物醫院,,,0225183325,Vet,台北市中山區建國北路3段121號1樓
469,禾芮犬貓專科醫院,,,0285011267,Vet,台北市中山區明水路692號
470,萌醫生動物醫院,,,0227513018,Vet,台北市中山區長安東路2段108號4樓之1
471,歐歐妮動物醫院,,,0285091366,Vet,台北市中山區北安路627號
472,中正犬貓醫院,,,0223054880,Vet,台北市中正區重慶南路3段60之4號2樓
473,來旺動物醫院,,,0223051120,Vet,台北市中正區重慶南路3段50號
474,佑昇動物醫院,,,0223656729,Vet,台北市中正區羅斯福路3段38號
475,台灣動物醫院,,,0223412128,Vet,台北市中正區忠孝東路2段74號
476,古亭動物醫院,,,0223693373,Vet,台北市中正區羅斯福路2段138號
477,恩孺動物診所,,,0223942821,Vet,台北市中正區金山南路1段92號
478,瀚生動物醫院,,,0223581765,Vet,台北市中正區新生南路1段144之1號1樓
479,博愛動物醫院,,,0233938850,Vet,台北市中正區杭州南路2段92號1樓
480,寶寶新動物醫院,,,0223677624,Vet,台北市中正區南昌路1段39號
481,康廷動物醫院,,,0223095001,Vet,台北市中正區和平西路2段58之1號1樓
482,享家動物醫院,,,0905060603,Vet,台北市中正區牯嶺街臨15之1號
483,大安動物醫院,,,0223632020,Vet,台北市中正區羅斯福路4段162號1樓
484,綠洲動物醫院,,,0223912220,Vet,台北市中正區北平東路16號1樓
485,安安動物醫院,,,0227281315,Vet,台北市信義區松德路57號
486,陽光動物醫院,,,0227279922,Vet,台北市信義區林口街222號1樓
487,名冠動物醫院,,,0227590447,Vet,台北市信義區中坡南路207號
488,文逸動物醫院,,,0227322254,Vet,台北市信義區和平東路3段391巷8弄27號
489,豐德動物醫院,,,0227588292,Vet,台北市信義區莊敬路235號
490,欣旺動物醫院,,,0227617985,Vet,台北市信義區松山路265號1樓
491,玉山動物醫院,,,0223466659,Vet,台北市信義區信義路6段37號
492,愛心動物醫院,,,0223451633,Vet,台北市信義區光復南路563號1樓
493,崇安動物醫院,,,0227276027,Vet,台北市信義區中坡南路62號
494,大愛動物醫院,,,0287805116,Vet,台北市信義區松德路74號
495,恩加動物醫院,,,0287877551,Vet,台北市信義區松山路315之2號1樓
496,詠欣動物醫院,,,0227202631,Vet,台北市信義區莊敬路428號1樓
497,欣欣動物醫院,,,0227681119,Vet,台北市信義區松隆路286之1號
498,安興動物醫院,,,0227584351,Vet,台北市信義區吳興街478號1樓
499,松山動物醫院,,,0227673322,Vet,台北市信義區松山路275號
500,星辰動物醫院,,,0227611199,Vet,台北市信義區松隆路225號1樓
501,沐樂動物醫院,,,0227699899,Vet,台北市信義區忠孝東路4段559巷30號
502,永春動物醫院,,,0287898849,Vet,台北市信義區忠孝東路5段424號1樓
503,和動物醫院,,,0907232272,Vet,台北市信義區基隆路1段115號1樓
504,星光動物醫院,,,0227582738,Vet,台北市信義區莊敬路325巷23號
505,白牙動物醫院,,,0227653690,Vet,台北市信義區永吉路117號
506,橡果動物醫院,,,0227272121,Vet,台北市信義區林口街228號1樓
507,西湖動物醫院,,,0227990700,Vet,台北市內湖區內湖路1段341之2號
508,佳欣動物醫院,,,0227946126,Vet,台北市內湖區內湖路2段383號
509,港墘動物醫院,,,0226575990,Vet,台北市內湖區港墘路109之2號
510,內湖動物醫院,,,0227992011,Vet,台北市內湖區內湖路1段45號
511,東湖動物醫院,,,0226346622,Vet,台北市內湖區東湖路43巷15號1樓
512,全安動物醫院,,,0226336995,Vet,台北市內湖區東湖路113巷54號
513,康泰動物醫院,,,0226313068,Vet,台北市內湖區康樂街164之1號
514,健生動物醫院,,,0227910198,Vet,台北市內湖區成功路4段182巷8弄4號
515,德安動物醫院,,,0226582478,Vet,台北市內湖區內湖路1段611號
516,勝利動物醫院,,,0226327815,Vet,台北市內湖區康樂街116之2號1樓
517,長慶動物醫院,,,0226331257,Vet,台北市內湖區東湖路7巷7號1樓
518,加洲動物醫院,,,0227987942,Vet,台北市內湖區文德路9號
519,大湖動物醫院,,,0227968241,Vet,台北市內湖區成功路5段10號
520,佳恩動物醫院,,,0227941290,Vet,台北市內湖區成功路4段311號1樓
521,宇恒動物醫院,,,0227951676,Vet,台北市內湖區民權東路6段57號
522,亞馬森特寵專科醫院,,,0287923248,Vet,台北市內湖區內湖路2段39之2號1樓
523,納嘉動物醫院,,,0226330555,Vet,台北市內湖區成功路5段55號
524,維康動物醫院,,,0227937293,Vet,台北市內湖區成功路3段150號
525,全國動物醫院台北分院,,,0287918706,Vet,台北市內湖區舊宗路1段30巷13號1樓
526,角落動物醫院,,,0227926858,Vet,台北市內湖區金湖路22號
527,樂沛動物醫院,,,0227909218,Vet,台北市內湖區成功路4段368號
528,興沛動物醫院,,,0227977553,Vet,台北市內湖區內湖路1段91巷32號1樓
529,核心動物醫院,,,0287910059,Vet,台北市內湖區舊宗路1段50號
530,艾美動物醫院台北總院,,,0226580768,Vet,台北市內湖區港墘路107號1樓
531,默墨犬貓專科醫院,,,0979288648,Vet,台北市內湖區成功路3段83之1號1樓
532,利昂動物醫院,,,0227975507,Vet,台北市內湖區文德路217號1樓
533,光點犬貓專科醫院,,,0227900180,Vet,台北市內湖區內湖路2段468號1樓
534,湖光動物醫院,,,0228966079,Vet,台北市北投區大業路631號
535,大同動物醫院,,,0228959607,Vet,台北市北投區中央北路2段112號
536,旺旺動物醫院,,,0228203693,Vet,台北市北投區東華街2段2號
537,百威動物醫院,,,0228910951,Vet,台北市北投區中和街288號
538,北投動物醫院,,,0228968406,Vet,台北市北投區中央北路2段60之1號
539,和欣動物醫院,,,0228973439,Vet,台北市北投區雙全街7號
540,全民動物醫院北投分院,,,0228939752,Vet,台北市北投區懷德街6之3號
541,豐茂動物醫院,,,0228210824,Vet,台北市北投區中正街75號1樓
542,明德動物醫院,,,0228239018,Vet,台北市北投區明德路115號
543,中英動物醫院,,,0228936119,Vet,台北市北投區中央北路1段149、151號
544,加生動物醫院,,,0228207218,Vet,台北市北投區石牌路1段95號1樓
545,丹堤動物醫院,,,0255865668,Vet,台北市北投區知行路208之2號1樓
546,杜瑪動物醫院,,,0228977779,Vet,台北市北投區大業路541號1樓
547,劍橋動物醫院,,,0288665889,Vet,台北市北投區石牌路2段332之1號1樓
548,禾亞動物醫院,,,0228986072,Vet,台北市北投區北投路2段19號1樓
549,萬達動物醫院,,,0228210585,Vet,台北市北投區義理街18號1樓
550,聯合家畜醫院,,,0228282117,Vet,台北市北投區裕民一路40巷29號
551,洪生動物醫院,,,0227833715,Vet,台北市南港區忠孝東路7段571號1樓
552,啟正動物醫院,,,0226517616,Vet,台北市南港區南港路1段289號之1
553,中研動物醫院,,,0226512100,Vet,台北市南港區研究院路1段72號
554,維恩動物醫院,,,0226515527,Vet,台北市南港區東新街132號1樓
555,祐熙動物醫院,,,0226519198,Vet,台北市南港區玉成街66之26號
556,純粹動物醫院,,,0227830673,Vet,台北市南港區興中路80巷24號
557,小布動物醫院,,,0226547337,Vet,台北市南港區永吉路548號
558,亞各特殊寵物醫院,,,0226533636,Vet,台北市南港區研究院路1段101巷12號1樓
559,天母家畜醫院,,,0228746381,Vet,台北市士林區中山北路6段431之3號1樓
560,中興動物醫院,,,0228113970,Vet,台北市士林區延平北路6段245號
561,信達犬貓專科醫院,,,0228812150,Vet,台北市士林區華齡街22巷15弄5號
562,士林獸醫院,,,0228822193,Vet,台北市士林區中正路379號
563,陽明家畜醫院,,,0228726911,Vet,台北市士林區天母東路1之6號
564,忠誠獸醫院,,,0228351390,Vet,台北市士林區文林路734號
565,楊動物醫院,,,0228717261,Vet,台北市士林區中山北路6段368號
566,唯安動物醫院,,,0228851695,Vet,台北市士林區承德路4段18號
567,厚德動物醫院,,,0228831716,Vet,台北市士林區華齡街54號
568,社子動物醫院,,,0228165355,Vet,台北市士林區延平北路5段191號
569,福臨動物醫院,,,0228836500,Vet,台北市士林區中山北路5段519號1樓
570,劉動物醫院,,,0228365679,Vet,台北市士林區德行東路269號
571,昌展動物醫院,,,0228169197,Vet,台北市士林區延平北路6段160號1樓
572,汎亞動物醫院,,,0228861610,Vet,台北市士林區承德路4段53號1樓
573,溫莎動物醫院,,,0228345969,Vet,台北市士林區德行東路83號1樓
574,微笑動物醫院,,,0228730728,Vet,台北市士林區中山北路7段163號1樓
575,芝山動物醫院,,,0228328385,Vet,台北市士林區文林路762之2號
576,世東動物醫院,,,0228712529,Vet,台北市士林區士東路39號
577,大業動物醫院,,,0228107070,Vet,台北市士林區延平北路5段314號
578,台愛動物醫院,,,0288115729,Vet,台北市士林區中正路629號
579,阿牛犬貓急診醫院,,,0228810478,Vet,台北市士林區基河路238號1樓
580,尼古拉動物醫院,,,0228323386,Vet,台北市士林區克強路23號
581,查米動物醫院,,,0228316759,Vet,台北市士林區忠誠路2段70巷4號
582,布達羊急診動物醫院,,,0228341119,Vet,台北市士林區忠誠路1段102號1樓
583,萊恩動物醫院,,,0228882468,Vet,台北市士林區承德路4段294號1樓
584,大眾家畜醫院,,,0225861518,Vet,台北市大同區重慶北路3段51號
585,凡賽爾賽鴿寵物鳥醫院,,,0225869933,Vet,台北市大同區民族西路53號
586,晨光動物醫院,,,0225583347,Vet,台北市大同區重慶北路2段47號1樓
587,正安動物醫院,,,0225571757,Vet,台北市大同區民權西路240號
588,全民連鎖動物醫院總院,,,0225530371,Vet,台北市大同區民生西路247、249號1樓
589,皇家動物醫院,,,0225960967,Vet,台北市大同區民族西路228號
590,弘愛犬貓專科醫院,,,0225503892,Vet,台北市大同區民生西路105號1樓
591,永新動物醫院,,,0225982889,Vet,台北市大同區重慶北路3段185號1樓
592,傑翔動物醫院,,,0225573343,Vet,台北市大同區民權西路270之2號
593,長沁動物醫院,,,0225992119,Vet,台北市大同區承德路3段9號1樓
594,慈愛動物醫院寧夏分院,,,0225563320,Vet,台北市大同區寧夏路1號1、3樓
595,不萊梅特殊寵物專科醫院,,,0225993907,Vet,台北市大同區民權西路227號及237之8號1樓
596,旺竹動物醫院,,,0225996230,Vet,台北市大同區承德路3段142號
597,牧光特殊寵物專科醫院,,,0225926590,Vet,台北市大同區民族西路65號
598,長青動物醫院急診科分院,,,0225591793,Vet,台北市大同區長安西路289之1號
599,景美動物醫院,,,0229310850,Vet,台北市文山區羅斯福路6段6號
600,維拉動物醫院,,,0229333872,Vet,台北市文山區興隆路1段94號
601,世安動物醫院,,,0222306841,Vet,台北市文山區興隆路3段298之2號
602,加恩動物醫院,,,0222360117,Vet,台北市文山區木柵路1段102號
603,再興動物醫院,,,0229342899,Vet,台北市文山區興隆路1段1號
604,木新動物醫院,,,0229362748,Vet,台北市文山區木新路3段133之2號
605,自強動物醫院,,,0229372852,Vet,台北市文山區興隆路4段108號
606,靜心動物醫院,,,0229330562,Vet,台北市文山區興隆路2段13號
607,正吉動物醫院,,,0229347505,Vet,台北市文山區羅斯福路5段47之1號
608,康禾動物醫院,,,0229374998,Vet,台北市文山區興隆路4段159號之1
609,安心動物醫院,,,0229326935,Vet,台北市文山區羅斯福路5段17號
610,路加動物醫院,,,0255852108,Vet,台北市文山區興隆路2段187號1樓
611,亞太動物醫院,,,0229300005,Vet,台北市文山區景福街244號1樓及地下1樓
612,達仁動物醫院,,,0229371558,Vet,台北市文山區木柵路2段133號
613,大群動物醫院,,,0229305557,Vet,台北市文山區羅斯福路6段136號1樓
614,品安動物醫院,,,0229359188,Vet,台北市文山區羅斯福路6段89號1樓
615,景文動物醫院,,,0289319955,Vet,台北市文山區景文街29號
616,景興動物醫院,,,0229330600,Vet,台北市文山區景華街92號1樓
617,締爾動物醫院,,,0229388211,Vet,台北市文山區樟新街11之1及11之2號
618,朱動物醫院,,,0229332880,Vet,台北市文山區仙岩路62號1樓
619,南京太僕動物醫院,,,0227562005,Vet,台北市松山區南京東路5段286號
620,復興動物醫院,,,0227711414,Vet,台北市松山區八德路2段381號
621,澤禾動物醫院,,,0227616267,Vet,台北市松山區健康路256號1樓
622,日健動物綜合醫院,,,0225707508,Vet,台北市松山區光復北路6之2號
623,全陽犬貓專科醫院,,,0227627945,Vet,台北市松山區八德路4段305號1樓
624,中山動物醫院,,,0227196996,Vet,台北市松山區民權東路3段140巷5號
625,良醫動物醫院,,,0227615091,Vet,台北市松山區八德路4段188號
626,泰山動物醫院,,,0225792650,Vet,台北市松山區光復南路52號
627,興泰動物醫院,,,0225795722,Vet,台北市松山區延吉街57號
628,人人愛動物醫院,,,0225778182,Vet,台北市松山區延吉街46之3號
629,曼哈頓動物醫院,,,0227815203,Vet,台北市松山區市民大道4段77號
630,台北動物醫院,,,0227176036,Vet,台北市松山區光復北路164號1樓
631,台欣動物醫院,,,0225285119,Vet,台北市松山區健康路187號
632,豐盛動物醫院,,,0225785605,Vet,台北市松山區光復北路46號
633,嘉慶動物醫院,,,0287879121,Vet,台北市松山區八德路4段214之1號1樓
634,恩亞動物醫院,,,0227678889,Vet,台北市松山區健康路325巷14號1樓
635,新亞動物醫院,,,0227457119,Vet,台北市松山區延壽街330巷3號1樓
636,隆記動物醫院,,,0227607639,Vet,台北市松山區民生東路5段212巷1號1樓
637,澄諾動物醫院,,,0227653160,Vet,台北市松山區富錦街461號
638,安家行動寵物醫院,,,0227667900,Vet,台北市松山區八德路4段666號4樓之3
639,貓瘋非營利慈善貓專科醫院,,,0229103877,Vet,台北市松山區八德路4段216號
640,寵博健康動物醫院,,,0287683086,Vet,台北市松山區三民路108號之21
641,保全獸醫院,,,0223024375,Vet,台北市萬華區西藏路326號
642,環南動物醫院,,,0223020109,Vet,台北市萬華區和平西路3段205號
643,萬華動物醫院,,,0223614831,Vet,台北市萬華區昆明街165號
644,康寧動物醫院,,,0223831528,Vet,台北市萬華區長沙街2段157號
645,雙園動物醫院,,,0223084409,Vet,台北市萬華區西園路2段105號
646,長青動物醫院,,,0223369908,Vet,台北市萬華區廣州街78、78之1號1、2樓
647,艋舺動物醫院,,,0223010365,Vet,台北市萬華區萬大路365號
648,志誠動物醫院,,,0223056634,Vet,台北市萬華區萬大路536號
649,翊心動物醫院,,,0223055518,Vet,台北市萬華區西園路2段175號
650,展望動物醫院,,,0223880122,Vet,台北市萬華區中華路2段2號
651,華中動物醫院,,,0223328572,Vet,台北市萬華區萬大路227號1樓
652,古德動物醫院,,,0223088986,Vet,台北市萬華區西園路2段194號
653,寶血動物醫院,,,0223880110,Vet,台北市萬華區中華路2段6號
654,外星變形貓動物醫院,,,0223020575,Vet,台北市萬華區南寧路1號
655,達達動物醫院,,,0226268818,Vet,新北市淡水區中山北路一段207巷37弄7號
656,錫安動物醫院,,,0226210052,Vet,新北市淡水區新市一路三段180號
657,淡水動物醫院,,,0226217987,Vet,新北市淡水區中山路159之2號
658,聖愛動物醫院,,,0226223824,Vet,新北市淡水區中正東路6號
659,上哲動物醫院,,,0226225750,Vet,新北市淡水區學府路4號
660,黃動物醫院,,,0226297384,Vet,新北市淡水區北新路31號
661,哲生動物醫院,,,0228092293,Vet,新北市淡水區民族路29巷40號1樓
662,上哲動物醫院沙崙店,,,0228055534,Vet,新北市淡水區沙崙路6號
663,德艾動物醫院,,,0228085190,Vet,新北市淡水區民生路8號
664,唯仁動物醫院,,,0228082446,Vet,新北市淡水區中正東路二段121號
665,芯安動物醫院,,,0228086596,Vet,新北市淡水區民族路33-7號
666,麗園動物醫院-八里分院,,,0286302502,Vet,新北市八里區中山路二段421號
667,達特蘇動物醫院,,,0226087725,Vet,新北市林口區南勢街322號
668,林口動物醫院,,,0226018364,Vet,新北市林口區中正路496號1樓
669,佳林動物醫院,,,0226014638,Vet,新北市林口區竹林路60號
670,寶護動物醫院,,,0286012219,Vet,新北市林口區中山路281號1樓
671,麗園動物醫院,,,0226000989,Vet,新北市林口區文化一路一段119號
672,懷恩動物醫院,,,0286018432,Vet,新北市林口區中山路235號
673,日祥動物醫院,,,0226011780,Vet,新北市林口區中正路380號
674,臺大健弘動物醫院,,,0226003851,Vet,新北市林口區民族路6號
675,上弦動物醫院,,,0277538597,Vet,新北市林口區忠福路129號
676,仁喆動物醫院,,,0286012172,Vet,新北市林口區仁愛路二段172號
677,奇奇動物醫院,,,0226002216,Vet,新北市林口區文化三路一段437號
678,艾樂動物醫院,,,0226090138,Vet,新北市林口區文化三路一段103號
679,太陽動物醫院,,,0226069183,Vet,新北市林口區文化三路二段87號
680,蓮心動物醫院,,,0282958237,Vet,新北市五股區工商路40號1樓
681,愛寶動物醫院,,,0282952268,Vet,新北市五股區中興路4段49號
682,五股動物醫院,,,0222926568,Vet,新北市五股區民儀路一段34號
683,東憲動物醫院,,,0282860264,Vet,新北市蘆洲區長樂路36號
684,信安家畜醫院,,,0228479181,Vet,新北市蘆洲區中正路142號
685,大寶動物醫院,,,0222831005,Vet,新北市蘆洲區市信義路235巷2號
686,忠正動物醫院,,,0228489283,Vet,新北市蘆洲區中正路277號
687,雅旺動物醫院,,,0228480148,Vet,新北市蘆洲區民族路522號
688,家福動物醫院,,,0222822332,Vet,新北市蘆洲區光華路157號
689,增安動物醫院,,,0282850255,Vet,新北市蘆洲區中山一路169號
690,愛樺動物醫院,,,0222850093,Vet,新北市蘆洲區民族路60號
691,嘉安犬貓醫院,,,0228480806,Vet,新北市蘆洲區三民路169號
692,佑欣動物醫院,,,0282831299,Vet,新北市蘆洲區光榮路66巷1號
693,蘆洲動物醫院,,,0222859117,Vet,新北市蘆洲區中山二路8號1樓
694,伊娃動物醫院,,,0222850288,Vet,新北市蘆洲區永平街32巷12弄18號
695,德興動物醫院,,,0228480240,Vet,新北市蘆洲區長安街62號
696,胖皮動物醫院,,,0282854848,Vet,新北市蘆洲區復興路174號
697,布魯斯動物醫院,,,0282858600,Vet,新北市蘆洲區重陽街68號1樓
698,星宇動物醫院,,,0282860066,Vet,新北市蘆洲區長榮路256號1樓
699,鷺江動物醫院,,,0282850115,Vet,新北市蘆洲區中正路209號
700,泰林動物醫院,,,0229090833,Vet,新北市泰山區泰林路2段204號
701,台大開心動物醫院,,,0222965821,Vet,新北市泰山區明志路路一段317號
702,藍世界泰山動物醫院,,,0229098138,Vet,新北市泰山區新北大道五段236號
703,茂生獸醫院,,,0229757666,Vet,新北市三重區重新路1段62號
704,宏昇家畜醫院,,,0229838983,Vet,新北市三重區正義北路307號1樓
705,正新動物醫院,,,0229881808,Vet,新北市三重區重新路3段87號
706,嘉興動物醫院,,,0229860239,Vet,新北市三重區忠孝路1段24號
707,佳佳家畜醫院,,,0229719531,Vet,新北市三重區重陽路1段20巷4號1樓
708,民生動物醫院,,,0229808154,Vet,新北市三重區正義北路296號
709,三和動物醫院,,,0222803059,Vet,新北市三重區三和路4段215巷13號1樓
710,家麒獸醫院,,,0222807675,Vet,新北市三重區力行路2段145號
711,瑞展獸醫院,,,0229877835,Vet,新北市三重區重陽路4段8號
712,翰林獸醫院,,,0229890089,Vet,新北市三重區三民街130號
713,集賢愛生動物醫院,,,0282875849,Vet,新北市三重區集賢路42號
714,吉立動物醫院,,,0229846306,Vet,新北市三重區中正北路10號1樓
715,青青動物醫院,,,0229835687,Vet,新北市三重區重新路3段31-3號1樓
716,愛生動物醫院,,,0229804982,Vet,新北市三重區自強路四段107號
717,提姆沃克動物醫院,,,0289829291,Vet,新北市三重區中正北路23號1樓
718,迦勒動物醫院,,,0229747741,Vet,新北市三重區中正南路114號
719,德欣動物醫院,,,0229738657,Vet,新北市三重區信義街4號
720,毛孩子動物醫院,,,0229774887,Vet,新北市三重區福德北路71號
721,重安動物醫院,,,0229899503,Vet,新北市三重區三和路三段20號
722,??加動物醫院,,,0229792232,Vet,新北市三重區重新路四段20號1樓
723,頑皮動物醫院,,,0228573578,Vet,新北市三重區溪尾街376號
724,小森林動物醫院,,,0282872913,Vet,新北市三重區集英路68號
725,宏誠動物醫院,,,0229710123,Vet,新北市三重區捷運路33號
726,鶯歌獸醫院,,,0226782718,Vet,新北市鶯歌區文化路383號
727,旭安動物醫院,,,0226795662,Vet,新北市鶯歌區中山路125號
728,鶯歌奇緣動物醫院,,,0226792243,Vet,新北市鶯歌區光明街24號
729,藍世界鶯歌動物醫院,,,0286777408,Vet,新北市鶯歌區鶯桃路496號
730,王獸醫院,,,0226822089,Vet,新北市樹林區鎮前街97巷4號
